前海东岸,南山区,4室2厅1厨2卫,高楼层 (共38层),131.89㎡,塔楼,南 北,毛坯,两梯四户,2019-06-18,2018-08-29,未满两年,1260万元,南头
,暂无数据,,,,,,,,,,,,暂无数据
西湖林语,南山区,2室2厅1厨1卫,低楼层 (共17层),72.76㎡,板楼,南,简装,两梯三户,2019-12-28,2013-03-20,满五年,580万元,大学城
青年城邦园,龙华区,2室1厅1厨1卫,低楼层 (共13层),57.64㎡,板塔结合,东南,精装,三梯十九户,2018-12-07,2007-04-18,满五年,305万元,龙华中心
祥云天都世纪大厦,福田区,1室0厅1厨1卫,高楼层 (共32层),34.46㎡,板塔结合,北,精装,四梯十六户,2019-08-13,2016-02-17,满两年,220万元,新洲
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
金盛苑,南山区,2室2厅1厨1卫,中楼层 (共9层),67.75㎡,塔楼,西,精装,一梯四户,2019-12-15,2009-10-13,满五年,475万元,西丽
春树里,南山区,2室2厅1厨1卫,低楼层 (共18层),73.5㎡,塔楼,东,精装,两梯六户,2019-12-15,2007-01-18,满五年,649万元,蛇口
金港华庭,宝安区,3室1厅1厨1卫,高楼层 (共31层),88.07㎡,板塔结合,东南,精装,三梯十户,2019-12-15,2013-03-12,满五年,560万元,西乡
佳兆业可园六期,龙岗区,3室2厅1厨1卫,低楼层 (共26层),75.02㎡,板楼,东北,精装,两梯五户,2019-12-15,2017-08-24,满两年,377万元,布吉关
莱蒙水榭春天二期,龙华区,3室2厅1厨2卫,中楼层 (共33层),87.57㎡,板楼,南,精装,两梯五户,2019-12-15,2014-03-06,满五年,750万元,红山
,暂无数据,,,,,,,,,,,,暂无数据
风和日丽,龙华区,3室2厅1厨1卫,低楼层 (共7层),88.61㎡,塔楼,南,精装,一梯两户,2019-12-15,2015-03-13,满两年,375万元,龙华新区
锦上花家园,罗湖区,2室1厅1厨1卫,中楼层 (共32层),58.29㎡,板塔结合,东,精装,三梯十户,2019-12-14,2016-07-18,满两年,310万元,黄贝岭
,暂无数据,,,,,,,,,,,,暂无数据
松坪村西区三期,南山区,2室1厅1厨1卫,中楼层 (共33层),50.19㎡,塔楼,东南,精装,四梯十户,2019-12-13,2011-10-12,满五年,460万元,科技园
朗钜御风庭,罗湖区,2室1厅1厨1卫,低楼层 (共28层),67.72㎡,板塔结合,东南,精装,三梯十四户,2019-12-13,2017-11-27,满两年,369万元,黄贝岭
城市花园,龙岗区,3室2厅1厨1卫,中楼层 (共8层),91㎡,板塔结合,南,简装,一梯两户,2019-12-13,2009-03-16,满五年,345万元,龙岗中心城
南景豪庭,龙岗区,3室1厅1厨2卫,中楼层 (共21层),83.75㎡,塔楼,南,精装,两梯八户,2019-12-15,2017-03-03,满两年,330万元,布吉大芬
,暂无数据,,,,,,,,,,,,暂无数据
万科麓城一期,龙岗区,3室1厅1厨2卫,低楼层 (共30层),89.12㎡,塔楼,西南,精装,两梯五户,2019-12-13,2014-07-03,满五年,450万元,布吉水径
长丰苑,罗湖区,2室2厅1厨1卫,低楼层 (共29层),67.44㎡,板塔结合,东 北,精装,三梯十二户,2019-12-11,2014-02-13,满五年,316万元,春风路
阳光新干线家园,罗湖区,1室1厅1厨1卫,低楼层 (共33层),40.71㎡,板塔结合,西,简装,四梯十八户,2019-07-18,2016-03-07,满两年,195万元,春风路
振业天峦,龙岗区,2室1厅1厨1卫,中楼层 (共30层),60.05㎡,板塔结合,东南,毛坯,两梯六户,2019-07-13,2016-10-04,满两年,225万元,龙岗宝荷
天俊大厦,罗湖区,2室1厅1厨1卫,高楼层 (共26层),70.11㎡,板塔结合,东南,简装,三梯十四户,2019-04-23,2007-06-07,满五年,280万元,春风路
万科天誉二期,龙岗区,3室2厅1厨2卫,低楼层 (共40层),88.29㎡,板塔结合,西南,精装,两梯五户,2019-03-30,2015-06-05,满两年,445万元,龙岗中心城
,暂无数据,,,,,,,,,,,,暂无数据
星航华府,宝安区,2室2厅1厨1卫,高楼层 (共29层),74.72㎡,板塔结合,东北,毛坯,三梯八户,2019-03-23,2016-03-08,满两年,420万元,福永
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
平吉上苑,龙岗区,3室2厅1厨1卫,高楼层 (共32层),77.44㎡,板塔结合,西南,简装,三梯六户,2018-09-07,2016-06-08,满两年,340万元,平湖
金城大厦,罗湖区,1室1厅1厨1卫,低楼层 (共23层),37.16㎡,板塔结合,东,简装,两梯八户,2019-07-02,2017-06-12,满两年,165万元,春风路
万科天誉二期,龙岗区,4室2厅1厨3卫,高楼层 (共41层),150.89㎡,板塔结合,东南,精装,两梯四户,2019-04-20,2016-01-11,满两年,710万元,龙岗中心城
金地鹭湖1号,龙华区,4室2厅1厨3卫,中楼层 (共16层),191.7㎡,塔楼,南 北,毛坯,两梯四户,2018-10-03,2014-12-14,满五年,890万元,观澜
锦城星苑,龙岗区,2室1厅1厨1卫,低楼层 (共6层),49.5㎡,板楼,南,简装,一梯四户,2019-05-09,2015-12-16,满两年,145万元,龙岗双龙
,暂无数据,,,,,,,,,,,,暂无数据
美佳华首誉,龙华区,3室2厅1厨1卫,低楼层 (共28层),89.43㎡,板塔结合,东南,精装,两梯五户,2019-08-14,2014-12-04,满五年,435万元,观澜
麒麟花园A区,南山区,5室2厅1厨2卫,高楼层 (共6层),149.01㎡,板楼,南,简装,一梯两户,2019-08-14,2003-07-07,满五年,1300万元,南头
,暂无数据,,,,,,,,,,,,暂无数据
天源大厦,南山区,3室1厅1厨2卫,高楼层 (共18层),120.42㎡,塔楼,东南 南,精装,三梯八户,2019-06-18,2011-04-12,满五年,598万元,南山中心
碧海云天二期,福田区,4室2厅1厨3卫,中楼层 (共31层),155.03㎡,板塔结合,南,精装,三梯四户,2019-06-01,2004-05-24,满五年,1600万元,竹子林
保利上城,龙岗区,5室2厅1厨2卫,低楼层 (共33层),180.07㎡,板塔结合,南 北,精装,两梯三户,2019-07-13,2016-03-21,满两年,780万元,龙岗中心城
桃源居六区,宝安区,4室1厅1厨2卫,低楼层 (共16层),147.15㎡,板塔结合,东南,精装,两梯两户,2019-05-26,2013-04-17,满五年,718万元,桃源居
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
深业新岸线三期,宝安区,4室1厅1厨2卫,中楼层 (共25层),150.03㎡,塔楼,东南,精装,两梯四户,2019-04-04,2016-02-03,满两年,1260万元,宝安中心
雅乐居,宝安区,2室1厅1厨1卫,高楼层 (共15层),67.1㎡,板塔结合,东南,精装,两梯十二户,2019-03-13,2014-11-20,满五年,345万元,西乡
信义假日名城五期A逸翠园,龙岗区,3室2厅1厨2卫,高楼层 (共11层),90.06㎡,板塔结合,北,精装,一梯四户,2019-03-01,2010-09-10,满五年,423万元,布吉关
深业花园,福田区,3室1厅1厨2卫,中楼层 (共22层),110.99㎡,塔楼,西南,精装,两梯四户,2018-07-13,2015-06-08,满两年,1020万元,莲花
滨海之窗,南山区,3室2厅1厨2卫,低楼层 (共31层),107㎡,塔楼,东南,简装,三梯六户,2018-12-26,2012-03-21,满五年,1530万元,后海
,暂无数据,,,,,,,,,,,,暂无数据
中航天逸,龙华区,2室2厅1厨1卫,中楼层 (共36层),76㎡,塔楼,东南,精装,三梯六户,2020-01-03,2015-04-02,满两年,608万元,红山
半山海景兰溪谷国际公寓,南山区,2室1厅1厨1卫,低楼层 (共31层),87.84㎡,塔楼,西南,精装,五梯十二户,2017-07-08,2015-07-08,满两年,870万元,蛇口
承翰陶源,龙岗区,2室1厅1厨1卫,高楼层 (共33层),78.32㎡,板塔结合,南,精装,两梯四户,2020-01-03,2016-04-07,满两年,245万元,龙岗中心城
东方美地苑,南山区,1室1厅1厨1卫,中楼层 (共8层),23.08㎡,板塔结合,西,其他,一梯四户,2020-01-03,2015-07-15,满两年,199.9万元,南头
茗香苑,福田区,3室2厅1厨2卫,低楼层 (共12层),111.79㎡,板塔结合,西北,精装,一梯十七户,2019-12-25,2018-01-08,满两年,840万元,景田
领航城领秀花园,宝安区,3室2厅1厨2卫,中楼层 (共31层),80.26㎡,板塔结合,东南,精装,两梯四户,2019-12-25,2016-10-20,满两年,560万元,西乡
嘉鑫阳光雅居,福田区,3室2厅1厨1卫,中楼层 (共25层),85.96㎡,板塔结合,南,简装,三梯六户,2019-12-25,2015-01-12,满五年,800万元,梅林
梅林一村三区,福田区,3室2厅1厨1卫,高楼层 (共32层),89.04㎡,板塔结合,东南 南,简装,三梯八户,2019-12-24,2007-10-25,满五年,798万元,梅林
碧中园,罗湖区,3室1厅1厨1卫,高楼层 (共30层),111.78㎡,板塔结合,西北,简装,两梯六户,2019-12-24,2003-07-16,满五年,565万元,黄贝岭
珠江旭景佳园,龙岗区,3室1厅1厨2卫,低楼层 (共11层),106.07㎡,塔楼,东南,简装,一梯三户,2019-12-24,2007-09-27,满五年,470万元,坂田
,暂无数据,,,,,,,,,,,,暂无数据
海逸雅居,龙岗区,3室2厅1厨1卫,高楼层 (共9层),93.02㎡,板塔结合,南,精装,一梯四户,2019-12-24,2017-09-21,满两年,345万元,大运新城
,暂无数据,,,,,,,,,,,,暂无数据
首地容御,南山区,2室1厅1厨1卫,中楼层 (共30层),88.9㎡,板塔结合,东,精装,两梯五户,2019-12-24,2013-03-11,满五年,870万元,华侨城
中熙君南山,南山区,3室1厅1厨1卫,低楼层 (共34层),89.47㎡,板塔结合,西北,精装,两梯四户,2019-12-24,2016-06-15,满两年,986万元,南山中心
合正锦湖魅力城,罗湖区,2室1厅1厨1卫,中楼层 (共31层),78.15㎡,塔楼,南,精装,三梯十二户,2019-12-23,2011-01-24,满五年,470万元,洪湖
西荟城三期,宝安区,3室2厅1厨2卫,中楼层 (共32层),88.89㎡,板塔结合,东南,精装,两梯五户,2019-12-23,2014-11-26,满五年,560万元,沙井
绿景香颂,龙华区,4室2厅1厨2卫,高楼层 (共31层),88.81㎡,板塔结合,东南,精装,两梯五户,2019-12-23,2013-12-23,满五年,565万元,龙华新区
弘雅花园第二期,宝安区,3室2厅1厨2卫,中楼层 (共8层),106.4㎡,板塔结合,东南,精装,一梯两户,2019-12-23,2000-12-22,满五年,560万元,新安
,暂无数据,,,,,,,,,,,,暂无数据
世纪春城三期,龙华区,3室1厅1厨1卫,中楼层 (共16层),96.66㎡,板塔结合,东南,精装,两梯八户,2019-12-23,2012-08-08,满五年,550万元,民治
中港城,福田区,3室2厅1厨2卫,中楼层 (共29层),104.41㎡,塔楼,南 北,精装,两梯六户,2019-12-22,2013-03-15,满五年,950万元,石厦
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
半山御景,福田区,3室2厅1厨1卫,高楼层 (共16层),74.97㎡,塔楼,东南,精装,两梯五户,2019-12-23,2016-11-30,满两年,625万元,梅林
阳光里雅居,南山区,2室1厅1厨1卫,低楼层 (共31层),49.94㎡,塔楼,南,简装,四梯十七户,2019-12-21,2016-02-23,满两年,556万元,南山中心
龙华花半里花园,龙华区,3室1厅1厨1卫,高楼层 (共33层),78.85㎡,塔楼,东,精装,两梯五户,2019-12-22,2012-06-11,满五年,400万元,龙华中心
百合山庄,龙岗区,3室1厅1厨2卫,高楼层 (共7层),90.95㎡,板塔结合,南,简装,一梯两户,2019-12-21,2007-10-31,满五年,390万元,布吉关
金城华庭,罗湖区,3室2厅1厨2卫,低楼层 (共24层),89.25㎡,塔楼,南,精装,两梯六户,2019-12-20,2012-08-22,满五年,680万元,螺岭
倚山时代雅居,盐田区,3室1厅1厨1卫,高楼层 (共21层),48.8㎡,板塔结合,西南,简装,两梯八户,2019-12-20,2012-08-16,满五年,268万元,盐田港
诺德中央道,龙岗区,3室1厅1厨1卫,中楼层 (共33层),77.52㎡,板楼,南,精装,两梯五户,2019-12-20,2014-09-12,满五年,435万元,坂田
华侨城四海云亭,宝安区,3室2厅1厨2卫,低楼层 (共33层),89.59㎡,塔楼,东北,毛坯,两梯五户,2019-11-02,2018-09-27,未满两年,415万元,沙井
国香尚居,龙岗区,4室2厅1厨2卫,低楼层 (共32层),89.7㎡,板塔结合,南,毛坯,两梯四户,2019-10-24,2019-12-11,未满两年,320万元,龙岗中心城
中熙香莎公馆,宝安区,3室2厅1厨2卫,高楼层 (共32层),89.19㎡,板塔结合,南,毛坯,两梯四户,2019-09-16,2018-05-04,未满两年,450万元,沙井
阳光粤海,南山区,3室2厅1厨1卫,低楼层 (共35层),95.27㎡,塔楼,西,毛坯,两梯五户,2019-10-07,2018-10-10,未满两年,990万元,科技园
拾悦城,宝安区,3室2厅1厨1卫,高楼层 (共32层),87㎡,板塔结合,东南,毛坯,两梯四户,2019-09-23,2018-10-30,未满两年,460万元,沙井
鸿荣源·尚峻,龙华区,4室2厅1厨3卫,中楼层 (共39层),121.15㎡,板塔结合,东南,毛坯,三梯九户,2019-09-02,2018-04-01,未满两年,899万元,上塘
泰华阳光海小区,宝安区,3室1厅1厨3卫,中楼层 (共4层),129.49㎡,板塔结合,南,精装,一梯两户,2019-03-14,2019-03-14,未满两年,950万元,碧海
博林天瑞,南山区,4室2厅1厨3卫,中楼层 (共43层),87.32㎡,板楼,东南,精装,三梯两户,2019-09-09,2018-01-16,未满两年,1100万元,大学城
绿海名居,宝安区,2室1厅1厨1卫,低楼层 (共15层),77.09㎡,板塔结合,东北,简装,两梯五户,2019-12-12,2010-07-22,满五年,550万元,碧海
,暂无数据,,,,,,,,,,,,暂无数据
皇御苑三期,福田区,2室2厅1厨1卫,低楼层 (共28层),79.85㎡,塔楼,东北,精装,三梯七户,2019-12-12,2012-11-01,满五年,593万元,皇岗
茂业城,龙岗区,2室1厅1厨1卫,高楼层 (共12层),50.54㎡,板塔结合,东南,精装,一梯五户,2019-12-12,2014-04-04,满五年,191万元,布吉大芬
,暂无数据,,,,,,,,,,,,暂无数据
万科公园里一期,龙岗区,2室2厅1厨1卫,高楼层 (共29层),70.39㎡,塔楼,东,精装,三梯十三户,2019-12-11,2016-11-28,满两年,278万元,布吉南岭
,暂无数据,,,,,,,,,,,,暂无数据
阳光花地苑,南山区,2室2厅1厨1卫,低楼层 (共27层),62.47㎡,塔楼,东南,精装,三梯十户,2019-12-11,2008-12-14,满五年,620万元,前海
泰华锦绣城,宝安区,2室1厅1厨1卫,中楼层 (共13层),78.6㎡,板塔结合,东南,精装,一梯四户,2019-12-11,2012-07-17,满五年,450万元,翻身
,暂无数据,,,,,,,,,,,,暂无数据
龙悦居四期,龙华区,2室2厅1厨1卫,低楼层 (共35层),63㎡,板楼,东南,精装,三梯十四户,2019-12-11,2014-09-27,满五年,620万元,梅林关
通业花园,福田区,2室2厅1厨1卫,低楼层 (共11层),71.18㎡,板塔结合,南,精装,一梯四户,2019-12-10,2015-02-13,满两年,480万元,梅林
时代景苑,宝安区,2室1厅1厨1卫,高楼层 (共11层),56.18㎡,板塔结合,东南,简装,一梯八户,2019-12-09,2013-03-29,满五年,240万元,福永
,暂无数据,,,,,,,,,,,,暂无数据
兴业华庭,宝安区,2室1厅1厨1卫,低楼层 (共17层),77.11㎡,板塔结合,东北,精装,两梯六户,2019-12-08,2015-05-08,满两年,446万元,翻身
金域豪庭,宝安区,2室2厅1厨1卫,高楼层 (共7层),84.5㎡,板楼,南,精装,一梯三户,2019-12-08,2008-07-30,满五年,390万元,福永
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
汇金家园,南山区,2室1厅1厨1卫,中楼层 (共12层),53.36㎡,板楼,东南,简装,一梯四户,2019-12-12,2017-01-18,满两年,425万元,南头
,暂无数据,,,,,,,,,,,,暂无数据
信义假日名城四期锦绣园,龙岗区,2室2厅1厨1卫,高楼层 (共11层),70.23㎡,板塔结合,南,精装,一梯四户,2019-12-09,2016-07-12,满两年,346万元,布吉关
丽湖花园三期,龙岗区,3室1厅1厨1卫,低楼层 (共20层),77.61㎡,板塔结合,东南,简装,两梯十户,2019-07-28,2000-12-04,满五年,285万元,布吉水径
万科第五园八期,龙岗区,3室1厅1厨1卫,低楼层 (共20层),79.34㎡,塔楼,东北,精装,一梯六户,2019-07-20,2016-02-23,满两年,455万元,坂田
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
深业东岭,罗湖区,3室2厅1厨1卫,低楼层 (共41层),79.9㎡,板楼,东南,精装,四梯十六户,2019-05-22,2013-03-04,满五年,530万元,黄贝岭
宝生Midtown,福田区,4室2厅1厨2卫,高楼层 (共45层),129.74㎡,板塔结合,东 南 北,精装,三梯四户,2018-11-15,2016-11-29,满两年,1360万元,石厦
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
奥园翡翠东湾,坪山区,3室1厅1厨2卫,中楼层 (共31层),88.59㎡,板塔结合,西南,精装,两梯六户,2019-12-31,2017-06-28,满两年,287万元,坪山
吉祥来花园,龙岗区,2室1厅1厨1卫,低楼层 (共14层),47.92㎡,板塔结合,西北,简装,一梯六户,2019-12-31,2005-07-18,满五年,185万元,龙岗中心城
,暂无数据,,,,,,,,,,,,暂无数据
新新家园,福田区,3室2厅1厨2卫,低楼层 (共32层),95.28㎡,板塔结合,东北,精装,三梯十户,2019-06-13,2015-02-26,满两年,750万元,石厦
品尚居,宝安区,1室1厅1厨1卫,高楼层 (共22层),41.33㎡,塔楼,西北,其他,两梯六户,2019-12-28,2011-07-04,满五年,340万元,新安
合正荣悦,罗湖区,3室2厅1厨2卫,中楼层 (共32层),106㎡,板塔结合,东南,精装,三梯六户,2019-04-26,2012-12-24,满五年,960万元,黄贝岭
长城盛世家园一期,福田区,3室1厅1厨2卫,中楼层 (共34层),108.96㎡,塔楼,东北,简装,三梯十户,2019-04-26,2016-03-24,满两年,660万元,莲花
,暂无数据,,,,,,,,,,,,暂无数据
南光名仕苑,福田区,4室2厅2厨2卫,中楼层 (共10层),136.78㎡,板塔结合,东南,简装,两梯四户,2019-04-15,2014-09-17,满五年,810万元,皇岗
翡翠名园,福田区,4室2厅1厨2卫,中楼层 (共8层),112.27㎡,塔楼,南 北,精装,一梯两户,2019-04-28,2016-03-22,满两年,758万元,莲花
,暂无数据,,,,,,,,,,,,暂无数据
圆梦园,福田区,4室2厅1厨2卫,高楼层 (共16层),139.57㎡,板塔结合,南,简装,一梯八户,2019-03-30,2013-01-28,满五年,960万元,福田保税区
皇庭世纪,福田区,3室1厅1厨2卫,高楼层 (共31层),92.12㎡,板塔结合,西南,精装,三梯八户,2019-02-19,2014-03-21,满五年,730万元,石厦
,暂无数据,,,,,,,,,,,,暂无数据
金地海景翠堤湾,福田区,3室2厅1厨2卫,高楼层 (共32层),118.35㎡,板塔结合,南,精装,两梯四户,2019-02-20,2016-03-31,满两年,820万元,沙尾
绿洲丰和,福田区,2室2厅1厨1卫,中楼层 (共30层),65.65㎡,板塔结合,东南,精装,三梯十三户,2020-01-02,2005-08-28,满五年,700万元,石厦
前海时代广场,南山区,2室1厅1厨1卫,中楼层 (共27层),79.03㎡,塔楼,北,精装,三梯十九户,2020-01-02,2015-02-04,满两年,950万元,前海
,暂无数据,,,,,,,,,,,,暂无数据
华业玫瑰四季馨园一期,龙华区,2室1厅1厨1卫,高楼层 (共32层),67.77㎡,塔楼,东南,简装,两梯四户,2020-01-01,2017-07-17,满两年,569万元,红山
缤纷时代家园,罗湖区,2室1厅1厨1卫,高楼层 (共33层),57.03㎡,板塔结合,北,精装,三梯十二户,2020-01-02,2013-07-24,满五年,450万元,螺岭
,暂无数据,,,,,,,,,,,,暂无数据
前海明珠,南山区,2室1厅1厨1卫,低楼层 (共18层),41.43㎡,塔楼,北,精装,两梯十一户,2020-01-01,2009-04-24,满五年,395万元,前海
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
绿景新苑,福田区,2室2厅1厨1卫,中楼层 (共11层),85.37㎡,板楼,南,精装,一梯两户,2019-03-05,2012-07-20,满五年,545万元,新洲
,暂无数据,,,,,,,,,,,,暂无数据
旭飞花园,福田区,1室0厅1厨1卫,高楼层 (共28层),27.32㎡,板塔结合,北,简装,三梯二十八户,2020-01-01,2015-11-04,满两年,255万元,八卦岭
中信领航,宝安区,2室1厅1厨1卫,中楼层 (共13层),49.08㎡,板塔结合,西南,精装,两梯十户,2019-12-31,2015-11-18,满两年,368万元,西乡
半山御景,福田区,2室1厅1厨1卫,中楼层 (共10层),68.25㎡,塔楼,西,精装,两梯四户,2019-12-31,2013-02-05,满五年,572万元,梅林
